Ticker,Average Return,Volatility
AAPL,0.0005911297663850754,0.017067297282791476
AMZN,0.0006272646500942056,0.024146976959889432
GOOGL,0.0005719992044912928,0.02062682893629317
MSFT,0.0004912331120912162,0.01737163140364274
TSLA,0.0007548441559422836,0.03861776043609606
