Date,Close,High,Low,Open,Volume,MA50,MA200,Signal,Market_Return,Strategy_Return,Cumulative_Market,Cumulative_Strategy
2020-03-10,68.88207244873047,69.14761776690831,65.02685833500999,66.9025682079639,285290000,,,0,0.07202144396487742,0.0,0.9522795510068299,1.0
2020-03-11,66.48975372314453,67.88748182990133,65.62794159632746,66.96290981260235,255598800,,,0,-0.03473064384592317,-0.0,0.9192062690790561,1.0
2020-03-12,59.92359161376953,65.17894700154001,59.86806983845157,61.7848142766757,418474000,,,0,-0.09875449586887808,-0.0,0.8284305173766416,1.0
2020-03-13,67.1029281616211,67.57366791219874,61.06301183278901,63.94537376560975,370732000,73.73338928222657,,0,0.1198081816277825,0.0,0.9276832712685001,1.0
2020-03-16,58.47035217285156,62.54282496971143,57.9368487366503,58.40758489593045,322423600,73.45611877441407,,0,-0.12864678524873752,-0.0,0.808339800690775,1.0
2020-03-17,61.04129409790039,62.187957132183904,57.55059758461941,59.74978379495811,324056000,73.24433143615722,,0,0.04397000923559591,0.0,0.8438825091926482,1.0
2020-03-18,59.54700469970703,60.35087884798524,57.24160039100893,57.88132191691277,300233600,72.99124336242676,,0,-0.02447997573244043,-0.0,0.8232242858465812,1.0
2020-03-19,59.09075546264648,61.03646731467495,58.56691024737155,59.72081881991735,271857200,72.7358219909668,,0,-0.007662001461893775,-0.0,0.8169167401649583,1.0
2020-03-20,55.3393440246582,60.79264863512061,55.04000233501268,59.67012006159394,401693200,72.38225242614746,,0,-0.06348558938901505,-0.0,0.7650542994338331,1.0
2020-03-23,54.163700103759766,55.16069770044325,51.32479637531141,55.05930867623348,336752800,71.97415054321289,,0,-0.021244269183505193,-0.0,0.7488012799566628,1.0
2020-03-24,59.59769058227539,59.79322680600636,56.56083445045727,57.05812501538411,287531200,71.67135658264161,,0,0.10032531876710582,0.0,0.8239250070615318,1.0
2020-03-25,59.269378662109375,62.34244368334185,58.97486614557388,60.53191772932418,303602000,71.33006202697754,,0,-0.005508802723031336,-0.0,0.8193861667390576,1.0
2020-03-26,62.3883171081543,62.4462515869641,59.47216257409066,59.5107880156471,252087200,71.07176162719726,,0,0.052623100097366926,0.0,0.8625048070097648,1.0
2020-03-27,59.8052978515625,61.767905586340525,59.63872886548187,61.01472792774082,204216800,70.76825500488282,,0,-0.041402290946780274,-0.0,0.82679513204695,1.0
2020-03-30,61.51202774047852,61.68342585318123,60.2060338684632,60.52951737106231,167976400,70.4800983428955,,0,0.028538105322243323,0.0,0.850390298605224,1.0
2020-03-31,61.38648986816406,63.365997685508034,60.83367751467448,61.702731524008335,197002000,70.17262092590332,,0,-0.0020408670779658022,-0.0,0.848654765041379,1.0
2020-04-01,58.156517028808594,60.04187774072141,57.72681910117655,59.50596168562525,176218400,69.81094841003419,,0,-0.052616998402943094,-0.0,0.8040010986245467,1.0
2020-04-02,59.1269645690918,59.18007364013517,57.1884945265853,58.018923255417455,165934000,69.46324142456055,,0,0.016686823590251754,0.0,0.8174173231236631,1.0
2020-04-03,58.27721405029297,59.3128333420279,57.688188979235456,58.61276473473643,129880000,69.09117004394531,,0,-0.01437162426638472,-0.0,0.8056697084868958,1.0
2020-04-06,63.361175537109375,63.51566994282337,60.201204676104986,60.568135335844495,201820400,68.82520919799805,,0,0.08723755192602334,0.0,0.8759543615162454,1.0
2020-04-07,62.6273078918457,65.58933353543772,62.52350615550967,65.3720644929947,202887200,68.58965507507324,,0,-0.011582292137775396,-0.0,0.8658088022018057,1.0
2020-04-08,64.23023223876953,64.54405384793799,63.06184016051964,63.42635444288139,168895200,68.34406181335449,,0,0.025594655125396715,0.0,0.8879688798986937,1.0
2020-04-09,64.6937255859375,65.19584902236409,63.89951332637289,64.86512738575412,161834800,68.07570793151855,,0,0.007216124417003256,0.0,0.8943765738144697,1.0
2020-04-13,65.9635009765625,66.07213548949194,64.17228391165321,64.77096719479518,131022800,67.83501304626465,,0,0.01962748905128775,0.0,0.9119309402247414,1.0
2020-04-14,69.29486083984375,69.58454794114515,67.12222968123038,67.59296937908287,194994800,67.73011283874511,,0,0.05050307842915913,0.0,0.9579862600208884,1.0
2020-04-15,68.66239929199219,69.12106449233013,67.7450688913163,68.17235045630129,131154400,67.61665718078613,,0,-0.009127106111278982,-0.0,0.9492426177725304,1.0
2020-04-16,69.20796966552734,69.57249130619873,68.16027936470277,69.37453866907585,157125200,67.46503135681152,,0,0.007945693409504573,0.0,0.9567850085845865,1.0
2020-04-17,68.2689208984375,69.27075152318855,66.83498322406335,68.72517714348913,215250000,67.28210090637207,,0,-0.013568506223028076,-0.0,0.9438028652415066,1.0
2020-04-20,66.85189056396484,67.99855755048588,66.83258151937916,67.09812692651032,130015200,67.05271965026856,,0,-0.020756594887163193,-0.0,0.9242127315143448,1.0
2020-04-21,64.78544616699219,66.92911009651182,64.07571939662287,66.69494844279068,180991600,66.80330131530762,,0,-0.030910784714389683,-0.0,0.8956445907402069,1.0
2020-04-22,66.65149688720703,67.08602016909022,65.71002486509416,66.05039726124157,116862400,66.58386558532715,,0,0.02880354818279529,0.0,0.9214423328642524,1.0
2020-04-23,66.39319610595703,68.01542772017612,66.35457066668404,66.59597413685326,124814400,66.36863014221191,,0,-0.0038753935517324978,-0.0,0.9178713811891769,1.0
2020-04-24,68.30994415283203,68.31960235496462,66.86876505886688,66.91704870248016,126161200,66.15508415222168,,0,0.02886964567598249,0.0,0.9443700027402331,1.0
2020-04-27,68.35823059082031,68.68895219864656,67.58091104598891,68.02750161594408,117087600,65.95375389099121,,0,0.0007068727487209436,0.0,0.9450375521598797,1.0
2020-04-28,67.25019073486328,69.00036629064134,67.1584635837108,68.81931364694016,112004800,65.72987602233887,,0,-0.016209311539813753,-0.0,0.9297191440600973,1.0
2020-04-29,69.45904541015625,69.92736888191205,68.53205667132409,68.73483476728254,137280800,65.57890266418457,,0,0.032845329524810785,0.0,0.9602560757122762,1.0
2020-04-30,70.92434692382812,71.10057413486881,69.60870223992275,69.99735834734561,183064000,65.43492942810059,,0,0.021095906300169442,0.0,0.9805135479096708,1.0
2020-05-01,69.78251647949219,72.17965163700352,69.00519685948858,69.1017567929507,240616800,65.28414909362793,,0,-0.016099273294151728,-0.0,0.9647279923332547,1.0
2020-05-04,70.76983642578125,70.89777995985193,69.11863770856678,69.80663901583497,133568000,65.18811882019043,,0,0.01414852883070239,0.0,0.9783774741465674,1.0
2020-05-05,71.83202362060547,72.66245223551824,71.08367131021836,71.2285148811078,147751200,65.18512535095215,,0,0.015009038433177357,0.0,0.9930619792581882,1.0
2020-05-06,72.5731430053711,73.20320267035598,72.14827044329485,72.5321011645588,142333600,65.24571815490722,,0,0.010317395326073342,0.0,1.0033077922814877,1.0
2020-05-07,73.32389068603516,73.66910326152602,72.89660917840814,73.19836352852457,115215200,65.29926124572754,,0,0.010344703971391978,0.0,1.0136867143848305,1.0
2020-05-08,75.06913757324219,75.12239040799929,73.65552559886389,73.98230402182824,133838400,65.48007041931152,,0,0.02380188600029398,0.0,1.0378143700006308,1.0
2020-05-11,76.25038146972656,76.74417245398942,74.36959376483475,74.57776663572473,145946400,65.68527671813965,,0,0.015735413176045654,0.0,1.0541448079126283,1.0
2020-05-12,75.37897491455078,77.3832066763356,75.25794640867731,76.93297679324957,162301200,65.75018043518067,,0,-0.01142822551677003,-0.0,1.0420978033204706,1.0
2020-05-13,74.46884155273438,76.47791927324582,73.39410778103768,75.55809815483286,200622400,65.842699508667,,0,-0.012074101071925303,-0.0,1.0295154091163479,1.0
2020-05-14,74.92633056640625,74.98684482021679,72.98745151047878,73.7087840752181,158929200,65.87957633972168,,0,0.006143361493651023,0.0,1.0358400944378336,1.0
2020-05-15,74.4833755493164,74.52936698148157,72.66794760699226,72.70183914100667,166348400,65.95500541687012,,0,-0.005911873886540575,-0.0,1.029716338432895,1.0
2020-05-18,76.23826599121094,76.61103581678174,75.11512542110488,75.80498930633232,135178400,66.08431343078614,,0,0.023560833930419856,0.0,1.0539773140781523,1.0
2020-05-19,75.7977294921875,77.0999898949941,75.76626090152799,76.25521336264156,101729600,66.31518043518066,,0,-0.005778417088791454,-0.0,1.0478869935552846,1.0
2020-05-20,77.2718734741211,77.3420646988432,76.61589356065315,76.65462357446266,111504800,66.48297645568847,,0,0.019448392343804022,0.0,1.068266710937917,1.0
2020-05-21,76.69576263427734,77.67367499164858,76.45854411277335,77.1338852173559,102688800,66.68709663391114,,0,-0.007455634423522706,-0.0,1.0603021048743448,1.0
2020-05-22,77.1895523071289,77.27185079219365,76.33266854723075,76.43432834001963,81803200,67.03241584777832,,0,0.006438291450418188,0.0,1.0671286388510177,1.0
2020-05-26,76.6667251586914,78.48456841631166,76.61104938291827,78.30544857938091,125522000,67.22369178771973,,0,-0.006773289037319774,-0.0,1.0599006681400782,1.0
2020-05-27,77.00074005126953,77.1459757123096,75.7856167074525,76.52389490649263,112945200,67.59429954528808,,0,0.00435671266624138,0.0,1.0645183508059217,1.0
2020-05-28,77.03461456298828,78.29089056504547,76.40042661637571,76.67636766312725,133560800,67.91416595458985,,0,0.0004399244954813586,0.0,1.0649866585043306,1.0
2020-05-29,76.95960235595703,77.73660324937043,76.60377827424547,77.27669643163954,153532400,68.26241790771485,,0,-0.0009737467689919788,-0.0,1.0639496311865924,1.0
2020-06-01,77.90604400634766,78.02707250180976,76.78289602270274,76.91360886615988,80791200,68.63872367858886,,0,0.012297902034538843,0.0,1.0770339795206088,1.0
2020-06-02,78.26670837402344,78.29091555107586,77.1992361328535,77.6397816394303,87642800,69.09727096557617,,0,0.004629478653111807,0.0,1.0820200853374755,1.0
2020-06-03,78.69757843017578,78.95900415271024,78.01497584988421,78.58623426753769,104491200,69.58794853210449,,0,0.005505151105796857,0.0,1.0879767694067655,1.0
2020-06-04,78.01981353759766,78.81859867793425,77.64704369151033,78.52087329742372,87560400,69.95639099121094,,0,-0.008612271255328041,-0.0,1.0786068183491389,1.0
2020-06-05,80.24190521240234,80.30241946972693,78.24009623942295,78.26914190101967,137250400,70.3758415222168,,0,0.02848112003925607,0.0,1.1093267486177008,1.0
2020-06-08,80.71630859375,80.75020011255444,79.2300827598663,79.93930785149966,95654400,70.7424013519287,,0,0.005912164972802003,0.0,1.1158852713642706,1.0
2020-06-09,83.26515197753906,83.65728297979172,80.36531499757703,80.39678357699073,147712400,71.21159843444825,,0,0.031577799185757316,0.0,1.1511224723777558,1.0
2020-06-10,85.40740966796875,85.87457800723712,83.77352456071829,84.21164723555474,166651600,71.68950607299804,,0,0.025728142440760493,0.0,1.180738715313851,1.0
2020-06-11,81.30694580078125,84.97653085136815,81.20528599627451,84.55293109627195,201662400,72.0879151916504,,0,-0.048010633774382416,-0.0,1.124050701269683,1.0
2020-06-12,82.00889587402344,84.18740853476542,80.90027823694467,83.44187634114364,200146000,72.5649627685547,,0,0.008633334659527314,0.0,1.1337550071480205,1.0
2020-06-15,83.02312469482422,83.67425858934295,80.50331054070764,80.665491974399,138808800,73.04288597106934,,0,0.012367302473609287,0.0,1.147776498252389,1.0
2020-06-16,85.2234115600586,85.49452156139306,83.44187587324252,85.07333742619001,165428800,73.58180992126465,,0,0.026502096534214648,0.0,1.1781949818087767,1.0
2020-06-17,85.10481262207031,86.02704912393895,84.98378413219785,85.96653487900272,114406400,74.01668266296387,,0,-0.0013916239190295832,-0.0,1.176555377490811,1.0
2020-06-18,85.13871765136719,85.55505601805591,84.53115217198582,85.06125763268233,96820400,74.4669108581543,,0,0.00039839144523390324,0.0,1.1770241070880474,1.0
2020-06-19,84.65216064453125,86.30782937031772,83.54595856056092,85.84308414219812,264476000,74.87534942626954,,0,-0.005714873564672818,-0.0,1.1702975631334673,1.0
2020-06-22,86.86698913574219,87.00980187063504,84.99830891368086,85.0443003318489,135445200,75.31881469726562,,0,0.02616387431044287,0.0,1.200917081481109,1.0
2020-06-23,88.72114562988281,90.13718045697549,87.68998051908838,88.1087417587427,212155600,75.77396759033203,,0,0.02134477679712421,0.0,1.2265503885371771,1.0
2020-06-24,87.15501403808594,89.26817360933838,86.78224431286925,88.35077581403517,192623200,76.13117065429688,,0,-0.017652292254321078,-0.0,1.2048989626140678,1.0
2020-06-25,88.31206512451172,88.35079512662277,86.55231359048508,87.3099530977363,137522400,76.52416397094727,,0,0.013275783375126915,0.0,1.2208949402306473,1.0
2020-06-26,85.59861755371094,88.42826445687878,85.45095894340278,88.20799170182455,205256800,76.85197692871094,,0,-0.03072567227337597,-0.0,1.1833821224168974,1.0
2020-06-29,87.57138061523438,87.66578639039905,85.02978213117639,85.5066347136651,130646000,77.23802612304688,,0,0.02304666965311175,0.0,1.210655139265638,1.0
2020-06-30,88.30237579345703,88.58800861953088,87.1405053436716,87.1598666501381,140223200,77.66703582763672,,0,0.008347420962043106,0.0,1.2207609873529492,1.0
2020-07-01,88.1353530883789,88.9220381809634,88.08694613026117,88.37983297329643,110737200,78.13403396606445,,0,-0.001891485971666218,-0.0,1.2184519350706138,1.0
2020-07-02,88.1353530883789,89.67483914156468,88.02159341265586,89.0406511103845,114041600,78.56371109008789,,0,0.0,0.0,1.2184519350706138,1.0
2020-07-06,90.49299621582033,90.96016437699367,89.5296068531223,89.56107543992535,118655600,79.04570709228516,,0,0.026750254521330064,0.0,1.2510458344557598,1.0
2020-07-07,90.21222686767578,91.64762315168352,90.10088271239697,90.87062222466152,112424400,79.48375274658203,,0,-0.003102663851188292,-0.0,1.2471642597690142,1.0
2020-07-08,92.3132781982422,92.34474679060094,91.1005702474556,91.1877146099101,117092000,79.96285369873047,,0,0.023290094962939545,0.0,1.2762108338134188,1.0
2020-07-09,92.71024322509766,93.2572869587544,91.66455533300416,93.20403412942578,125642800,80.47205474853516,,0,0.004300194236445343,0.0,1.2816987882854725,1.0
2020-07-10,92.8724136352539,92.93051232943124,91.69602034280253,92.30600122922262,90257200,80.94032211303711,,0,0.00174921782658366,0.0,1.2839407586542522,1.0
2020-07-13,92.44396209716795,96.77920255650146,92.2309508189821,94.17466765194148,191649200,81.3707144165039,,0,-0.004613334803256541,-0.0,1.2780175100670328,1.0
2020-07-14,93.97380065917967,94.1650203886337,90.89483503243176,91.82674866099546,170989200,81.85454010009765,,0,0.01654882079160247,0.0,1.2991671928096622,1.0
2020-07-15,94.62008666992188,96.09421302015996,93.42432441242931,95.8448945875974,153198000,82.33154510498046,,0,0.0068772999092174825,0.0,1.3081019552268305,1.0
2020-07-16,93.45578002929688,94.31024088700048,92.85789898357274,93.49451003316076,110577600,82.7640202331543,,0,-0.012305068422592269,-0.0,1.2920056711640375,1.0
2020-07-17,93.2669677734375,94.06091431617956,92.79495374103924,93.90600170117716,92186800,83.17789672851562,,0,-0.0020203379159661194,-0.0,1.2893953831189415,1.0
2020-07-20,95.23246002197266,95.3704342504922,93.0103790882021,93.35410319288373,90318000,83.61606811523437,,0,0.021073830268715232,0.0,1.3165678825720553,1.0
2020-07-21,93.91808319091795,96.09659542988256,93.66876486349388,96.02155837705529,103433200,83.99304702758789,,0,-0.013801773373820603,-0.0,1.2983969110255449,1.0
2020-07-22,94.18194580078124,94.86212529718232,93.5332348924758,93.62037185613212,89001600,84.35167831420898,,0,0.0028094973928172173,0.0,1.302044753761913,1.0
2020-07-23,89.8951187133789,93.99314144318696,89.08664931990235,93.91568143989768,197004400,84.64200119018555,,0,-0.04551644214773454,-0.0,1.2427803090535476,1.0
2020-07-24,89.67242431640625,90.01614846898383,86.31267234298356,88.09663844239333,185438800,84.94607284545899,,0,-0.0024772690682204335,-0.0,1.2397016078353358,1.0
2020-07-27,91.79769134521484,91.88967418415685,90.50995376100629,90.73264205708286,121214000,85.28350006103516,,0,0.023700340935465913,0.0,1.2690829585992784,1.0
2020-07-28,90.2896728515625,91.54594911832494,90.2848269844815,91.36924487069622,103625600,85.59962600708008,,0,-0.016427629840725322,-0.0,1.248234933518237,1.0
2020-07-29,92.02037048339844,92.20433612820618,90.73504867705178,90.7713557419502,90329200,85.91526809692382,,0,0.01916827890916406,0.0,1.2721614488680764,1.0
2020-07-30,93.13384246826172,93.23792519284922,90.78830982976132,91.19496376791191,158130000,86.26199035644531,,0,0.012100277134443393,0.0,1.2875549549591352,1.0
2020-07-31,102.88391876220705,103.03399293401982,97.62159407755033,99.61614896320704,374336800,86.77423126220702,,0,0.10468886535276334,0.0,1.4223476222731353,1.0
2020-08-03,105.47632598876952,108.09053834247212,104.4645296144692,104.7622549635953,308151200,87.34984252929688,,0,0.02519739972730073,0.0,1.458187083862727,1.0
2020-08-04,106.18071746826172,107.26997389606046,104.94380243901392,105.6651349105181,173071600,87.92966583251953,,0,0.006678195063100745,0.0,1.4679251416472565,1.0
2020-08-05,106.56559753417967,106.88511455690512,105.43761099297777,105.90236369757778,121776800,88.5276432800293,,0,0.0036247642236264532,0.0,1.4732460241836614,1.0
2020-08-06,110.2835693359375,110.77736760867772,106.30899814130088,106.8971947883488,202428800,89.19329986572265,,0,0.03488904381702862,0.0,1.5246461692746682,1.0
2020-08-07,107.77618408203124,110.26174118969138,106.98080610359244,109.80585245809036,198045600,89.80813125610352,,0,-0.022735800709065335,-0.0,1.4899821178181996,1.0
2020-08-10,109.34269714355467,110.35874505613272,106.69709332777636,109.21902314455248,212403600,90.45579315185547,,0,0.014534872197099924,0.0,1.5116388174766513,1.0
2020-08-11,106.09085083007812,109.10504168444446,105.8313811445449,108.60793322925056,187902400,91.01948928833008,,0,-0.029739949703337154,-0.0,1.4666827550752837,1.0
2020-08-12,109.61672973632812,109.87377217439806,106.98567459916234,107.17966637873178,165598000,91.64648971557617,,0,0.033234523794113624,0.0,1.5154272579972494,1.0
2020-08-13,111.55667114257812,112.55817011651828,110.50667052619416,110.99408465160128,210082000,92.30367156982422,,0,0.01769749390368003,0.0,1.5422465226571263,1.0
2020-08-14,111.45724487304688,111.54696624880587,109.65066604650144,111.3820725095563,165565200,92.9724201965332,,0,-0.000891262427543893,-0.0,1.5408719762774716,1.0
2020-08-17,111.16624450683594,112.60180865121056,110.54061480830164,112.57755783182,119561600,93.59090698242188,,0,-0.0026108699039025796,-0.0,1.536848960008842,1.0
2020-08-18,112.0925750732422,112.51693852673742,110.58426581680664,110.91890789561272,105633600,94.21843231201171,,0,0.008332840337601732,0.0,1.549655277015605,1.0
2020-08-19,112.23322296142578,113.64453639963617,112.13865437862,112.4999671955,145538000,94.79779373168944,,0,0.0012547475878013081,0.0,1.5515997032363638,1.0
2020-08-20,114.72364807128906,114.83762028422797,112.25748652761663,112.27446284451048,126907200,95.38411849975586,,0,0.0221897317402997,0.0,1.5860292844195072,1.0
2020-08-21,120.6356201171875,121.11817961837232,115.6693525872738,115.6814742972318,338054800,96.17069198608398,,0,0.05153228776533281,0.0,1.667761001908458,1.0
2020-08-24,122.07847595214844,124.91807958440302,120.21612802925294,124.83319799639226,345937600,96.97208358764648,,0,0.01196044612328695,0.0,1.6877081675183032,1.0
2020-08-25,121.07693481445312,121.42127865068156,119.35765773569334,120.95326822987052,211495600,97.73315979003908,,0,-0.008204076352393952,-0.0,1.6738620808514242,1.0
2020-08-26,122.72348022460938,123.17936898693924,121.32671591454528,122.39126546065717,163022400,98.48316116333008,,0,0.013599166618146752,0.0,1.6966252101847206,1.0
2020-08-27,121.25640106201172,123.65708422717836,120.11425182681508,123.32486945527224,155552400,99.2061929321289,,0,-0.01195434777365012,-0.0,1.6763431623806302,1.0
2020-08-28,121.05998229980467,122.64588380173387,120.8368851164902,122.2287948592591,187630000,99.92461822509766,,0,-0.0016198630380477308,-0.0,1.6736277160528057,1.0
2020-08-31,125.16539001464844,127.06654483126825,122.21667670793738,123.74923681098468,225702700,100.7348828125,,0,0.03391217838341265,0.0,1.7303840777070119,1.0
2020-09-01,130.15103149414062,130.75242510254097,126.61063429258002,128.77367095981276,151948100,101.60056365966796,,0,0.03983242874814441,0.0,1.7993094781892,1.0
2020-09-02,127.45452880859376,133.83695705739137,123.18665076532004,133.45866793446768,200119000,102.3752313232422,,0,-0.02071825827725582,-0.0,1.7620309196993618,1.0
2020-09-03,117.25042724609376,124.97141760627962,116.88183987574337,123.09937532501802,257599600,102.97713958740236,,0,-0.08006072171687306,-0.0,1.6209614525807852,1.0
2020-09-04,117.32801055908205,119.98573625952378,107.56037630423064,116.46473461185484,332607200,103.55745849609374,,0,0.0006616889576482876,0.0,1.6220340248747314,1.0
2020-09-08,109.43240356445312,115.41713793284842,109.2966078744316,110.5284708911439,231366600,104.0341342163086,,0,-0.06729515788263529,-0.0,1.51287898907978,1.0
2020-09-09,113.79730987548828,115.56266164657546,111.79916649731042,113.73911382379356,176940500,104.55865280151367,,0,0.03988678096121978,0.0,1.5732228619380368,1.0
2020-09-10,110.0823211669922,116.88183937183103,109.12204920606632,116.74604363595516,182274400,104.99425170898438,,0,-0.03264566370295441,-0.0,1.5218639574574082,1.0
2020-09-11,108.63704681396484,111.77006490232608,106.69709954942977,111.12987875287996,180860300,105.40428558349608,,0,-0.013129032325135181,-0.0,1.5018833563654916,1.0
